final_pnl
1526.5
1354.0
-1829.0
7166.5
1997.5
-610.0
1284.0
-4428.5
-3456.5
7792.5
3640.5
4478.0
3302.0
-1779.0
1847.5
5312.5
3737.0
-470.5
7930.5
3883.0
836.0
-2030.5
-5062.5
3638.5
-1865.0
865.0
-220.0
200.0
9098.0
-2067.0
3867.5
4334.5
-1944.5
1970.0
1014.5
1249.0
-2098.5
2211.0
146.0
4339.5
3360.0
-331.5
681.5
3608.5
-1478.5
1241.0
-573.5
8923.5
-1272.0
49.5
4851.5
2052.0
2171.5
-3623.0
-660.5
5869.5
2201.0
943.0
-11.0
8689.0
425.5
4788.0
-3499.5
-2802.0
1108.5
620.5
-99.0
5778.0
926.0
2440.5
2755.5
3481.5
-3311.0
6481.5
4079.5
855.5
-254.0
641.0
-3419.5
3874.5
1763.0
6604.5
-585.0
1251.0
3771.0
-1318.0
-1071.5
9138.5
533.0
-698.0
-3291.5
4088.5
-5088.5
-911.0
-1235.0
742.5
2702.5
-5855.5
1643.5
4654.5
6443.5
-4931.0
2053.0
6082.5
1043.0
-2283.0
1351.0
162.0
842.5
-1001.0
3113.5
5908.5
-1547.0
-4763.0
3352.0
3712.5
-2896.5
2749.0
4779.5
3840.5
10149.5
7827.5
422.0
-851.5
353.5
2628.0
-4454.0
2256.5
2994.0
-5424.5
1166.5
1510.5
1442.5
344.5
-540.5
1121.0
2322.5
2160.0
-310.0
387.5
1964.5
5593.0
2627.5
4112.5
7202.0
-3368.5
2322.0
-958.5
-897.0
2915.0
-2423.0
2314.5
-1265.0
6971.0
6052.0
3947.0
8784.0
-1718.5
-1327.5
1341.5
-2905.5
-2158.0
1621.0
4312.5
3147.5
615.0
12.0
7403.5
1504.5
3637.5
5870.0
3812.5
4120.5
3076.0
-4394.0
3468.0
3485.5
5883.5
3428.0
1292.0
-531.0
4816.5
3860.5
131.0
5619.0
3375.5
3925.5
11122.5
5028.0
-425.0
3800.5
8108.5
1448.0
3022.5
8047.0
-577.0
1457.0
2430.5
-2615.5
1057.0
4683.5
-3157.0
5256.5
-1805.0
4911.0
-3655.5
-140.5
7212.0
2134.5
-3136.0
6452.0
5612.5
8288.0
9300.0
2665.0
-622.5
-1318.0
-3065.0
3463.0
3308.0
11841.5
5807.5
-1210.5
-4054.0
4268.0
7709.5
-689.0
2913.0
8060.5
-200.0
797.0
-587.0
2148.5
5378.0
1668.5
9930.0
-881.5
-1.0
3855.0
758.5
3346.0
829.0
-3442.0
2791.5
2023.0
2914.5
4415.5
5781.5
-2914.0
-1885.5
7225.0
-3390.5
-3035.0
-504.5
1125.0
8501.0
633.0
6986.0
-254.5
-658.5
6409.5
-6169.0
1650.5
1613.0
2500.5
-633.0
-79.0
-2723.0
6031.0
4985.5
-1514.0
5549.0
-826.0
2403.0
4142.0
5839.0
-2977.5
-3177.5
6728.0
6387.5
587.5
5805.0
2954.5
3630.0
3172.0
-2082.0
2839.0
6338.0
4697.0
-5157.0
-1096.5
3236.0
4884.5
-184.0
1919.5
627.0
2773.0
2719.5
2018.5
-122.5
-1871.0
3953.5
-2576.5
48.0
4220.5
-686.0
-1205.0
-394.5
979.0
-912.5
4811.5
2944.0
146.5
501.0
148.5
2005.0
656.5
7141.0
245.0
-2400.0
-3798.5
-240.5
-2711.0
-567.0
5152.0
6576.0
-766.0
7549.0
9333.5
3193.5
2916.0
-325.5
12223.5
5861.5
-1943.0
7106.5
3745.0
-2893.5
998.5
4235.0
-3400.5
-604.5
-250.0
-6958.0
2952.5
2488.0
4668.5
1674.0
5354.5
-35.0
1991.5
157.5
6902.0
6194.0
4676.5
28.5
-3109.0
-2235.5
-1887.0
1682.5
-769.0
3895.0
-3021.5
5930.0
1433.5
-2608.5
-1836.5
-878.5
7370.0
-2454.0
3988.5
-1871.5
-153.0
45.5
-143.5
7536.5
563.5
2937.5
1159.5
1905.5
-1561.0
1011.0
10712.5
6864.5
-1476.5
-4488.5
2061.5
-3941.5
398.5
767.5
-2915.0
-11.5
2199.5
-2939.0
-4801.0
6951.5
6316.5
9579.0
4454.0
-2690.5
3841.0
6471.0
3192.0
-1572.0
-113.0
-1923.5
7261.0
-5590.0
-415.5
3404.5
-26.0
7364.0
966.0
-379.5
9192.0
-1697.5
3358.0
12120.5
2151.5
2080.5
4658.5
-1731.0
1301.0
50.5
290.0
899.5
3887.5
440.5
2853.0
1422.0
305.0
6826.0
2248.5
1334.0
2484.0
-794.5
2255.0
-690.0
5423.0
2391.0
-5244.5
-2511.5
10972.0
6693.5
3138.0
-3480.5
1497.5
3089.5
-813.5
-706.0
4718.5
3517.5
1430.0
7416.0
6720.0
530.5
2219.0
6028.0
6336.0
2800.0
4169.5
-174.5
2295.0
-673.5
610.5
4268.0
-1759.0
3789.5
-5701.0
-622.5
4932.5
1639.0
2783.0
-2156.5
6858.5
4348.5
4616.5
7099.5
-2120.5
4336.5
2080.0
-596.0
-3239.0
1242.5
-63.5
1081.5
3369.5
-1136.0
4433.5
-36.5
-4097.5
2689.0
1412.0
9282.0
-2374.0
-1526.0
6500.5
142.5
3956.0
7592.0
701.5
1472.5
647.0
942.0
8162.5
3175.5
523.5
-964.0
1468.5
-1423.5
5858.5
-4615.5
6024.5
-2022.5
609.0
5970.0
5029.5
253.0
997.0
-1688.5
-2032.0
-381.5
5674.0
2115.0
1879.5
2018.0
-2733.5
4166.5
4243.5
-2954.0
8873.5
1911.0
6486.5
-903.5
-2490.5
1559.5
-1518.5
5951.5
5433.0
-5072.5
-6.0
-364.5
2552.0
1372.5
-3521.5
644.0
-514.0
9276.0
-4525.5
3270.0
2302.0
7650.0
6510.0
5362.0
1866.0
-1074.0
2194.5
-1910.5
1395.0
-2569.5
-5469.5
6306.5
-350.0
-34.0
2877.0
-483.0
8092.0
445.0
6660.0
5016.0
-552.5
4026.5
8862.0
2652.0
4310.0
2632.5
2154.5
5070.5
308.5
728.5
4293.5
-1962.5
4083.0
-2177.0
1429.0
8491.5
3644.0
-621.0
-2167.0
-749.0
3938.0
3634.0
1541.5
1990.0
-1447.5
-1834.5
242.5
5948.5
3206.0
3097.0
1231.0
2149.0
3775.0
3153.0
-936.0
-2990.5
3409.0
34.5
2456.0
4174.5
101.5
-3946.5
-1763.5
2254.5
-4109.0
3058.0
638.5
2771.0
3537.0
968.5
2198.0
4264.5
588.5
5671.5
-2499.0
-393.5
5775.5
2966.0
9446.0
-1017.0
-1732.5
2196.0
-501.5
-1321.0
5259.0
5987.5
1228.0
4264.0
32.0
3109.5
8557.5
692.5
-611.5
6819.0
5054.0
6560.5
-4373.5
-8.0
-4188.5
-1582.5
4017.5
-734.0
3929.0
-1595.0
7011.0
-1214.0
2476.5
8180.5
-2293.0
-1470.0
8070.0
695.0
325.5
1553.0
-979.0
4158.5
717.5
-2291.0
2707.5
-2666.0
1695.0
7399.0
3568.0
7247.0
509.5
2706.5
1077.5
2220.5
-2135.5
-1856.5
-2191.5
4109.0
2186.5
-1254.5
8725.5
-999.5
-3070.5
2661.0
-3465.0
4362.5
8963.5
780.0
-8607.0
-124.0
9.5
2305.0
1650.0
-534.0
2539.0
-1081.0
1654.0
9090.0
4360.0
7948.0
5139.5
3586.5
-416.5
-1813.0
1873.0
10491.5
3954.5
2998.0
6226.5
-164.5
2971.5
6048.0
5614.5
619.5
1731.5
1138.0
8247.5
-4465.0
2685.5
4226.5
-2608.0
2561.0
-1552.0
-926.5
-309.0
5663.0
3012.5
962.5
7580.5
514.0
1731.5
4210.0
557.0
3220.5
-735.5
935.5
2327.5
-2317.5
1293.0
5508.0
2994.0
2522.5
3977.0
-4699.5
-4449.0
5920.5
3688.0
1275.5
-3750.5
245.0
-2473.5
1988.0
7732.0
9000.0
-55.5
-3476.5
10915.5
1741.0
-465.5
7179.0
6137.5
3873.5
155.5
5778.5
-1464.0
-2121.5
236.0
-5004.5
4340.0
626.5
8355.5
1566.5
5612.5
5960.5
1935.5
-1101.0
767.0
-2697.0
7796.0
-895.5
685.0
2774.0
4015.0
7363.5
1707.0
2680.0
2651.0
3061.0
8282.5
537.5
4193.5
2085.5
280.5
2408.5
3427.0
18.5
7038.0
10192.0
-3344.0
-251.0
-1236.5
-2151.5
5833.5
3698.0
2781.5
3468.0
2322.0
-4385.5
1351.0
2414.5
4343.0
-1059.5
-3141.5
-803.0
4598.0
5740.0
-562.0
4977.5
3110.5
3992.5
-4001.5
32.0
-2160.5
8047.5
5959.0
-3433.5
1047.5
2909.0
1298.5
8979.5
-1117.0
2543.5
6723.0
1317.0
-250.0
3977.5
3846.5
-3071.0
1415.5
-1465.0
3495.5
2648.0
6845.0
419.0
-752.0
8353.0
-1899.5
4613.0
140.0
216.0
1536.5
-3057.5
-968.5
2815.0
-361.5
3411.0
6355.0
-696.0
8803.0
6056.0
3242.0
2397.5
-1745.0
-255.0
-229.5
-21.5
4457.0
8862.5
1399.0
3980.0
2973.5
2319.0
1116.5
7254.5
2377.0
-2751.5
5168.0
4698.5
-196.0
32.0
-1336.0
-559.0
2377.0
-6114.0
-1074.5
-5782.5
-1437.5
4788.0
3749.0
3375.5
-1377.5
3887.5
2912.0
-2178.0
3985.5
2181.0
-4355.5
4427.5
10351.0
-1744.5
3587.5
-654.5
-36.0
4037.0
4167.5
3184.0
5878.0
-414.5
6806.5
7999.5
-1421.0
-1015.5
1492.5
-34.0
5061.0
1312.0
2991.5
4831.5
1136.5
-54.5
-1020.0
1104.5
-2450.5
1363.0
6920.0
-3934.0
1824.5
-2022.5
2572.5
373.5
-123.5
2396.0
-91.5
-2956.0
1314.5
-1144.5
2086.0
1756.0
1351.0
-3666.0
3368.0
-189.5
3189.5
4073.5
-105.0
4899.5
4021.0
-2139.5
8310.0
1594.5
-499.0
655.0
-3878.0
10986.0
460.5
960.5
609.5
5572.0
-2483.5
2189.5
-2625.0
441.5
8393.5
1728.5
3456.0
2187.0
994.5
7923.5
59.0
3415.5
3427.5
-302.5
-34.0
-2541.0
3992.5
-595.0
4054.0
4136.0
-3270.0
4711.5
5042.5
3719.0
3479.0
-2938.0
933.0
4266.0
5022.5
-1012.5
9545.5
9336.5
2243.5
4095.0
3477.0
8978.0
7385.0
3443.5
