datetime,trade_pnl,equity,equity_smooth
2026-02-05 11:25:00-0500,-94.0,26495.5,26512.4
2026-02-05 13:23:00-0500,30.5,26526.0,26517.6
2026-02-05 13:25:00-0500,-13.0,26513.0,26488.5
2026-02-05 13:27:00-0500,-49.0,26464.0,26472.8
2026-02-05 13:37:00-0500,-20.0,26444.0,26444.5
2026-02-05 13:39:00-0500,-27.0,26417.0,26415.3
2026-02-05 14:04:00-0500,-32.5,26384.5,26386.4
2026-02-05 14:06:00-0500,-17.5,26367.0,26345.4
2026-02-05 14:32:00-0500,-47.5,26319.5,26291.1
2026-02-05 15:02:00-0500,-80.5,26239.0,26270.1
2026-02-05 15:16:00-0500,-93.5,26145.5,26246.5
2026-02-05 16:00:00-0500,134.0,26279.5,26242.4
2026-02-06 09:32:00-0500,-30.5,26249.0,26245.4
2026-02-06 09:57:00-0500,50.0,26299.0,26256.6
2026-02-06 09:59:00-0500,-45.0,26254.0,26209.5
2026-02-06 10:22:00-0500,-52.5,26201.5,26151.9
2026-02-06 10:24:00-0500,-157.5,26044.0,26074.0
2026-02-06 10:51:00-0500,-83.0,25961.0,25992.7
2026-02-06 10:53:00-0500,-51.5,25909.5,26028.6
2026-02-06 10:56:00-0500,-62.0,25847.5,26089.4
2026-02-06 16:00:00-0500,533.5,26381.0,26289.4
2026-02-09 09:32:00-0500,-33.0,26348.0,26494.2
2026-02-09 16:00:00-0500,613.0,26961.0,26694.5
2026-02-10 09:33:00-0500,-27.5,26933.5,26792.5
2026-02-10 09:36:00-0500,-84.5,26849.0,26905.7
2026-02-10 09:52:00-0500,22.0,26871.0,26890.0
2026-02-10 10:57:00-0500,43.0,26914.0,26872.7
2026-02-10 11:07:00-0500,-31.5,26882.5,26863.2
2026-02-10 11:09:00-0500,-35.5,26847.0,26843.2
2026-02-10 11:11:00-0500,-45.5,26801.5,26813.0
2026-02-10 11:21:00-0500,-30.5,26771.0,26788.5
2026-02-10 12:15:00-0500,-8.0,26763.0,26757.6
2026-02-10 12:23:00-0500,-3.0,26760.0,26717.2
2026-02-10 12:31:00-0500,-67.5,26692.5,26681.2
2026-02-10 12:36:00-0500,-93.0,26599.5,26639.7
2026-02-10 12:38:00-0500,-8.5,26591.0,26591.1
2026-02-10 12:40:00-0500,-35.5,26555.5,26724.6
2026-02-10 13:06:00-0500,-38.5,26517.0,26863.8
2026-02-10 16:00:00-0500,843.0,27360.0,27002.1
2026-02-11 09:33:00-0500,-64.5,27295.5,27132.5
2026-02-11 09:46:00-0500,-13.0,27282.5,27256.4
2026-02-11 09:49:00-0500,-75.0,27207.5,27261.5
2026-02-11 09:51:00-0500,-71.0,27136.5,27272.4
2026-02-11 10:55:00-0500,249.0,27385.5,27282.9
2026-02-11 10:58:00-0500,-35.5,27350.0,27301.1
2026-02-11 11:00:00-0500,-15.0,27335.0,27326.1
2026-02-11 11:14:00-0500,-36.5,27298.5,27299.8
2026-02-11 11:16:00-0500,-37.0,27261.5,27272.6
2026-02-11 11:18:00-0500,-7.5,27254.0,27240.2
2026-02-11 11:20:00-0500,-40.0,27214.0,27196.3
2026-02-11 11:27:00-0500,-41.0,27173.0,27159.3
2026-02-11 11:41:00-0500,-94.0,27079.0,27123.6
2026-02-11 12:23:00-0500,-2.5,27076.5,27083.0
2026-02-11 13:09:00-0500,-1.0,27075.5,27042.9
2026-02-11 13:18:00-0500,-64.5,27011.0,27008.5
2026-02-11 13:20:00-0500,-38.5,26972.5,26988.6
2026-02-11 13:23:00-0500,-65.5,26907.0,26964.6
2026-02-11 16:00:00-0500,70.0,26977.0,26936.0
2026-02-12 09:32:00-0500,-21.5,26955.5,26906.4
2026-02-12 09:36:00-0500,-87.5,26868.0,27120.1
2026-02-12 09:43:00-0500,-43.5,26824.5,27316.1
2026-02-12 16:00:00-0500,1151.0,27975.5,27517.8
2026-02-13 09:34:00-0500,-18.5,27957.0,27713.4
2026-02-13 09:45:00-0500,7.0,27964.0,27908.3
2026-02-13 10:52:00-0500,-118.0,27846.0,27891.6
2026-02-13 11:24:00-0500,-47.0,27799.0,27868.4
2026-02-13 15:14:00-0500,93.0,27892.0,27857.6
2026-02-13 15:20:00-0500,-51.0,27841.0,27873.1
2026-02-13 16:00:00-0500,69.0,27910.0,27921.4
2026-02-16 09:34:00-0500,13.5,27923.5,27946.5
2026-02-16 09:51:00-0500,117.0,28040.5,27977.5
2026-02-16 09:53:00-0500,-23.0,28017.5,27994.6
2026-02-16 10:19:00-0500,-21.5,27996.0,27998.7
2026-02-16 11:11:00-0500,-0.5,27995.5,27966.5
2026-02-16 11:17:00-0500,-51.5,27944.0,27927.6
2026-02-16 11:31:00-0500,-64.5,27879.5,27885.9
2026-02-16 11:33:00-0500,-56.5,27823.0,27836.4
2026-02-16 11:52:00-0500,-35.5,27787.5,27787.6
2026-02-16 12:02:00-0500,-39.5,27748.0,27737.6
2026-02-16 12:06:00-0500,-48.0,27700.0,27702.2
2026-02-16 12:28:00-0500,-70.5,27629.5,27643.3
2026-02-16 18:00:00-0500,16.5,27646.0,27609.7
2026-02-17 09:32:00-0500,-153.0,27493.0,27619.0
2026-02-17 09:44:00-0500,87.0,27580.0,27628.6
2026-02-17 10:19:00-0500,166.5,27746.5,27630.6
2026-02-17 10:21:00-0500,-69.0,27677.5,27655.1
2026-02-17 10:52:00-0500,-21.5,27656.0,27652.9
2026-02-17 10:56:00-0500,-40.5,27615.5,27631.5
2026-02-17 10:59:00-0500,-46.5,27569.0,27611.9
2026-02-17 12:46:00-0500,70.5,27639.5,27571.5
2026-02-17 12:53:00-0500,-60.0,27579.5,27579.4
2026-02-17 12:58:00-0500,-125.5,27454.0,27586.3
2026-02-17 16:00:00-0500,201.0,27655.0,27570.7
2026-02-18 09:32:00-0500,-51.5,27603.5,27543.5
2026-02-18 09:34:00-0500,-42.0,27561.5,27540.3
2026-02-18 09:39:00-0500,-118.0,27443.5,27494.2
2026-02-18 09:50:00-0500,-5.5,27438.0,27515.8
2026-02-18 09:52:00-0500,-13.5,27424.5,27545.4
2026-02-18 13:53:00-0500,287.0,27711.5,27590.8
2026-02-18 14:18:00-0500,-2.0,27709.5,27632.2
2026-02-18 14:20:00-0500,-39.0,27670.5,27679.4
2026-02-18 14:28:00-0500,-25.5,27645.0,27661.3
2026-02-18 15:55:00-0500,15.5,27660.5,27656.3
2026-02-18 15:58:00-0500,-39.5,27621.0,27647.8
2026-02-18 16:00:00-0500,63.5,27684.5,27636.2
2026-02-19 09:33:00-0500,-56.5,27628.0,27615.5
2026-02-19 09:35:00-0500,-41.0,27587.0,27590.7
2026-02-19 09:43:00-0500,-30.0,27557.0,27535.3
2026-02-19 09:45:00-0500,-60.0,27497.0,27481.6
2026-02-19 09:47:00-0500,-89.5,27407.5,27450.4
2026-02-19 09:49:00-0500,-48.0,27359.5,27410.7
2026-02-19 10:22:00-0500,71.5,27431.0,27382.3
2026-02-19 10:30:00-0500,-72.5,27358.5,27365.0
2026-02-19 10:52:00-0500,-3.5,27355.0,27345.2
2026-02-19 11:07:00-0500,-34.0,27321.0,27301.7
2026-02-19 11:10:00-0500,-60.5,27260.5,27265.3
2026-02-19 11:29:00-0500,-47.0,27213.5,27219.4
2026-02-19 11:31:00-0500,-37.0,27176.5,27176.6
2026-02-19 11:42:00-0500,-51.0,27125.5,27120.6
2026-02-19 12:21:00-0500,-18.5,27107.0,27077.6
2026-02-19 12:28:00-0500,-126.5,26980.5,27156.1
2026-02-19 15:59:00-0500,18.0,26998.5,27223.9
2026-02-20 10:07:00-0500,570.5,27569.0,27292.5
2026-02-20 12:46:00-0500,-104.5,27464.5,27375.8
2026-02-20 12:49:00-0500,-14.5,27450.0,27448.9
2026-02-20 13:18:00-0500,-53.0,27397.0,27406.7
2026-02-20 13:25:00-0500,-33.0,27364.0,27407.8
2026-02-20 13:31:00-0500,-6.0,27358.0,27396.7
2026-02-20 16:00:00-0500,112.0,27470.0,27389.8
2026-02-23 09:32:00-0500,-75.5,27394.5,27384.9
2026-02-23 09:35:00-0500,-32.0,27362.5,27372.1
2026-02-23 09:38:00-0500,-23.0,27339.5,27400.7
2026-02-23 09:40:00-0500,-45.5,27294.0,27425.3
2026-02-23 16:00:00-0500,319.0,27613.0,27444.2
2026-02-24 09:32:00-0500,-95.5,27517.5,27478.4
2026-02-24 09:39:00-0500,-60.5,27457.0,27518.0
2026-02-24 10:01:00-0500,53.5,27510.5,27562.8
2026-02-24 10:05:00-0500,-18.5,27492.0,27658.8
2026-02-24 16:00:00-0500,345.0,27837.0,27756.4
2026-02-25 10:51:00-0500,160.5,27997.5,27826.8
2026-02-25 10:53:00-0500,-52.5,27945.0,27887.2
2026-02-25 11:00:00-0500,-82.5,27862.5,27872.3
2026-02-25 11:03:00-0500,-68.5,27794.0,27814.6
2026-02-25 11:07:00-0500,-31.5,27762.5,27762.1
2026-02-25 11:13:00-0500,-53.5,27709.0,27717.6
2026-02-25 11:15:00-0500,-26.5,27682.5,27677.5
2026-02-25 11:21:00-0500,-42.5,27640.0,27745.7
2026-02-25 11:25:00-0500,-46.5,27593.5,27812.2
2026-02-25 16:00:00-0500,510.0,28103.5,27976.8
2026-02-26 09:32:00-0500,-62.0,28041.5,28141.2
2026-02-26 14:09:00-0500,464.0,28505.5,28311.9
2026-02-26 14:30:00-0500,-43.5,28462.0,28374.7
